label,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y
6,0,0,0.0078125,0.00208333333,0.0046875,0,0.0046875,0,0.00625,-0.00208333333,0.0046875,0.00208333333,0.00625,-0.00208333333,0.0078125,0,0.00625,0,0.0046875,0,0.00625,-0.00208333333,0.0078125,-0.00208333333,0.0046875,0,0.0078125,0,0.009375,-0.00208333333,0.0109375,0
6,-0.0234375,-0.0791666667,-0.01875,-0.0791666667,-0.021875,-0.0791666667,-0.021875,-0.0791666667,-0.0203125,-0.08125,-0.0203125,-0.0791666667,-0.021875,-0.0833333333,-0.01875,-0.0791666667,-0.0203125,-0.0791666667,-0.021875,-0.08125,-0.0203125,-0.0833333333,-0.0171875,-0.0833333333,-0.0203125,-0.08125,-0.01875,-0.08125,-0.01875,-0.0833333333,-0.0171875,-0.0833333333
6,-0.0109375,-0.166666667,-0.0109375,-0.166666667,-0.0109375,-0.166666667,-0.009375,-0.16875,-0.0078125,-0.16875,-0.00625,-0.170833333,-0.009375,-0.170833333,-0.00625,-0.16875,-0.009375,-0.16875,-0.0109375,-0.16875,-0.0078125,-0.170833333,-0.00625,-0.172916667,-0.0078125,-0.172916667,-0.0078125,-0.172916667,-0.0109375,-0.172916667,-0.0078125,-0.172916667
6,-0.0203125,-0.225,-0.021875,-0.225,-0.0203125,-0.225,-0.0203125,-0.225,-0.0203125,-0.227083333,-0.01875,-0.229166667,-0.0203125,-0.227083333,-0.01875,-0.227083333,-0.01875,-0.225,-0.0203125,-0.222916667,-0.01875,-0.227083333,-0.0171875,-0.23125,-0.0171875,-0.23125,-0.0171875,-0.23125,-0.01875,-0.23125,-0.0171875,-0.23125
6,-0.0234375,-0.277083333,-0.025,-0.275,-0.0234375,-0.277083333,-0.0234375,-0.277083333,-0.0234375,-0.277083333,-0.0234375,-0.272916667,-0.0234375,-0.279166667,-0.025,-0.272916667,-0.0234375,-0.275,-0.0234375,-0.275,-0.021875,-0.277083333,-0.021875,-0.275,-0.0203125,-0.275,-0.0203125,-0.277083333,-0.0203125,-0.279166667,-0.01875,-0.277083333
6,0.078125,-0.141666667,0.08125,-0.141666667,0.0765625,-0.141666667,0.078125,-0.141666667,0.078125,-0.14375,0.075,-0.141666667,0.075,-0.141666667,0.0765625,-0.141666667,0.075,-0.141666667,0.0765625,-0.14375,0.0796875,-0.145833333,0.078125,-0.147916667,0.075,-0.145833333,0.0765625,-0.145833333,0.0796875,-0.145833333,0.078125,-0.145833333
6,0.075,-0.185416667,0.0734375,-0.185416667,0.075,-0.1875,0.075,-0.185416667,0.075,-0.1875,0.075,-0.185416667,0.075,-0.185416667,0.075,-0.185416667,0.0765625,-0.185416667,0.075,-0.185416667,0.075,-0.185416667,0.0765625,-0.1875,0.078125,-0.1875,0.075,-0.185416667,0.0765625,-0.183333333,0.0765625,-0.185416667
6,0.0265625,-0.18125,0.025,-0.185416667,0.028125,-0.185416667,0.0265625,-0.185416667,0.0265625,-0.185416667,0.0265625,-0.185416667,0.0265625,-0.183333333,0.0265625,-0.185416667,0.028125,-0.183333333,0.0265625,-0.183333333,0.0265625,-0.185416667,0.028125,-0.1875,0.0296875,-0.185416667,0.0296875,-0.185416667,0.03125,-0.185416667,0.03125,-0.185416667
6,-0.0265625,-0.166666667,-0.028125,-0.170833333,-0.0265625,-0.16875,-0.028125,-0.170833333,-0.028125,-0.170833333,-0.028125,-0.172916667,-0.0265625,-0.170833333,-0.0265625,-0.170833333,-0.0265625,-0.170833333,-0.0265625,-0.170833333,-0.028125,-0.170833333,-0.0265625,-0.172916667,-0.0265625,-0.172916667,-0.0234375,-0.172916667,-0.0234375,-0.175,-0.0234375,-0.175
6,0.103125,-0.05,0.1046875,-0.05,0.1015625,-0.05,0.1015625,-0.05,0.1015625,-0.05,0.1,-0.05,0.1,-0.05,0.1015625,-0.05,0.1,-0.05,0.1015625,-0.0520833333,0.103125,-0.0520833333,0.103125,-0.0541666667,0.1015625,-0.0541666667,0.103125,-0.0541666667,0.1046875,-0.0541666667,0.1046875,-0.0541666667
