label,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y
6,0,0,0,0,0,0,-0.0015625,-0.00208333333,-0.00625,0,-0.0078125,-0.00208333333,-0.0078125,-0.00208333333,-0.00625,-0.00208333333,-0.0078125,-0.00208333333,-0.00625,-0.00416666667,-0.009375,-0.00416666667,-0.0109375,-0.00625,-0.009375,-0.00625,-0.009375,-0.00625,-0.009375,-0.00625,-0.009375,-0.00625
6,-0.065625,-0.0270833333,-0.0671875,-0.0291666667,-0.0671875,-0.0291666667,-0.0671875,-0.0291666667,-0.0734375,-0.0270833333,-0.075,-0.0291666667,-0.075,-0.0291666667,-0.0734375,-0.0270833333,-0.0734375,-0.0270833333,-0.0734375,-0.0270833333,-0.075,-0.0291666667,-0.0765625,-0.0291666667,-0.075,-0.0291666667,-0.075,-0.03125,-0.075,-0.03125,-0.075,-0.03125
6,-0.134375,-0.0791666667,-0.134375,-0.08125,-0.134375,-0.08125,-0.1359375,-0.08125,-0.140625,-0.08125,-0.1421875,-0.08125,-0.1421875,-0.08125,-0.140625,-0.0791666667,-0.140625,-0.08125,-0.1421875,-0.0791666667,-0.1421875,-0.08125,-0.14375,-0.0833333333,-0.14375,-0.08125,-0.1421875,-0.08125,-0.1421875,-0.08125,-0.1421875,-0.08125
6,-0.1890625,-0.11875,-0.1890625,-0.120833333,-0.190625,-0.120833333,-0.190625,-0.120833333,-0.1953125,-0.11875,-0.196875,-0.120833333,-0.196875,-0.120833333,-0.1953125,-0.11875,-0.196875,-0.11875,-0.196875,-0.11875,-0.196875,-0.120833333,-0.1984375,-0.122916667,-0.196875,-0.11875,-0.196875,-0.11875,-0.196875,-0.120833333,-0.196875,-0.11875
6,-0.2390625,-0.145833333,-0.240625,-0.145833333,-0.24375,-0.14375,-0.24375,-0.14375,-0.2484375,-0.14375,-0.2515625,-0.14375,-0.2515625,-0.14375,-0.2484375,-0.141666667,-0.25,-0.141666667,-0.25,-0.141666667,-0.25,-0.141666667,-0.2515625,-0.14375,-0.2484375,-0.14375,-0.25,-0.14375,-0.2484375,-0.14375,-0.25,-0.14375
6,-0.0984375,-0.1875,-0.0984375,-0.191666667,-0.1015625,-0.191666667,-0.1015625,-0.19375,-0.10625,-0.189583333,-0.1078125,-0.185416667,-0.1078125,-0.185416667,-0.1078125,-0.185416667,-0.1078125,-0.185416667,-0.1109375,-0.18125,-0.109375,-0.185416667,-0.109375,-0.1875,-0.1078125,-0.189583333,-0.1078125,-0.191666667,-0.10625,-0.189583333,-0.10625,-0.189583333
6,-0.1296875,-0.266666667,-0.1265625,-0.272916667,-0.134375,-0.264583333,-0.134375,-0.26875,-0.1421875,-0.260416667,-0.1421875,-0.258333333,-0.1421875,-0.258333333,-0.14375,-0.260416667,-0.14375,-0.258333333,-0.146875,-0.252083333,-0.1453125,-0.25625,-0.14375,-0.264583333,-0.1421875,-0.264583333,-0.1421875,-0.26875,-0.140625,-0.26875,-0.1390625,-0.266666667
6,-0.1640625,-0.26875,-0.1609375,-0.272916667,-0.16875,-0.266666667,-0.16875,-0.264583333,-0.1796875,-0.258333333,-0.1765625,-0.2625,-0.178125,-0.260416667,-0.18125,-0.260416667,-0.1796875,-0.260416667,-0.18125,-0.258333333,-0.18125,-0.260416667,-0.1796875,-0.264583333,-0.1796875,-0.264583333,-0.1796875,-0.266666667,-0.1796875,-0.26875,-0.178125,-0.26875
6,-0.1984375,-0.25625,-0.1953125,-0.25625,-0.203125,-0.252083333,-0.2015625,-0.245833333,-0.2125,-0.24375,-0.2078125,-0.247916667,-0.2109375,-0.247916667,-0.2140625,-0.24375,-0.2125,-0.24375,-0.2140625,-0.252083333,-0.2140625,-0.25,-0.2140625,-0.247916667,-0.2140625,-0.25,-0.2140625,-0.25,-0.215625,-0.25,-0.215625,-0.25
6,-0.0546875,-0.19375,-0.053125,-0.195833333,-0.05625,-0.197916667,-0.0578125,-0.197916667,-0.0625,-0.19375,-0.0640625,-0.191666667,-0.0640625,-0.19375,-0.0640625,-0.19375,-0.0625,-0.19375,-0.065625,-0.191666667,-0.065625,-0.19375,-0.065625,-0.19375,-0.0640625,-0.195833333,-0.0640625,-0.197916667,-0.0625,-0.195833333,-0.0625,-0.19375
