label,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y
1,0,0,0.0140625,0.0104166667,0.015625,0.0145833333,0.0171875,0.00625,0.0203125,0.0104166667,0.0234375,0.0104166667,0.021875,0,0.0234375,0.0145833333,0.0203125,0.00208333333,0.034375,0.00625,0.015625,0.01875,0.028125,0.00625,0.0234375,0.0104166667,0.0390625,0.03125,0.0328125,0.0354166667,0.0421875,0.0354166667
1,0.0625,-0.0979166667,0.0828125,-0.0895833333,0.0875,-0.0875,0.0890625,-0.0958333333,0.0921875,-0.0895833333,0.0953125,-0.0916666667,0.0953125,-0.102083333,0.0984375,-0.0854166667,0.1,-0.104166667,0.10625,-0.0958333333,0.0875,-0.0854166667,0.09375,-0.0979166667,0.0890625,-0.09375,0.0984375,-0.0708333333,0.0984375,-0.0666666667,0.103125,-0.0666666667
1,0.0875,-0.1875,0.10625,-0.179166667,0.109375,-0.183333333,0.1078125,-0.18125,0.1140625,-0.179166667,0.1171875,-0.189583333,0.1140625,-0.195833333,0.115625,-0.177083333,0.1171875,-0.19375,0.11875,-0.191666667,0.10625,-0.18125,0.10625,-0.195833333,0.1046875,-0.183333333,0.109375,-0.1625,0.1078125,-0.158333333,0.1140625,-0.164583333
1,0.1046875,-0.25625,0.1203125,-0.245833333,0.1234375,-0.252083333,0.121875,-0.241666667,0.1265625,-0.245833333,0.1296875,-0.260416667,0.1234375,-0.2625,0.1265625,-0.241666667,0.125,-0.258333333,0.125,-0.2625,0.1125,-0.25,0.10625,-0.266666667,0.1078125,-0.25,0.1125,-0.225,0.1125,-0.227083333,0.115625,-0.235416667
1,0.121875,-0.327083333,0.1375,-0.31875,0.1375,-0.327083333,0.134375,-0.304166667,0.1375,-0.316666667,0.1453125,-0.333333333,0.1359375,-0.329166667,0.1359375,-0.308333333,0.1375,-0.325,0.1375,-0.333333333,0.1203125,-0.31875,0.11875,-0.3375,0.1125,-0.314583333,0.1125,-0.289583333,0.1125,-0.295833333,0.1171875,-0.30625
1,0.046875,-0.195833333,0.053125,-0.195833333,0.05,-0.197916667,0.0625,-0.204166667,0.0640625,-0.20625,0.0609375,-0.20625,0.06875,-0.210416667,0.059375,-0.202083333,0.059375,-0.202083333,0.05625,-0.2,0.04375,-0.1875,0.0453125,-0.191666667,0.0421875,-0.189583333,0.053125,-0.175,0.053125,-0.16875,0.046875,-0.16875
1,0.075,-0.272916667,0.0796875,-0.270833333,0.0796875,-0.275,0.0890625,-0.275,0.0921875,-0.279166667,0.0921875,-0.283333333,0.096875,-0.285416667,0.0859375,-0.28125,0.0828125,-0.277083333,0.078125,-0.279166667,0.06875,-0.266666667,0.06875,-0.266666667,0.0671875,-0.2625,0.071875,-0.245833333,0.0671875,-0.239583333,0.065625,-0.2375
1,0.1,-0.335416667,0.103125,-0.3375,0.1046875,-0.339583333,0.1140625,-0.335416667,0.115625,-0.34375,0.115625,-0.347916667,0.11875,-0.347916667,0.1125,-0.345833333,0.109375,-0.341666667,0.103125,-0.341666667,0.0953125,-0.329166667,0.0921875,-0.327083333,0.090625,-0.322916667,0.090625,-0.304166667,0.0859375,-0.295833333,0.084375,-0.291666667
1,0.1203125,-0.3875,0.1265625,-0.3875,0.13125,-0.391666667,0.1375,-0.385416667,0.140625,-0.395833333,0.1421875,-0.402083333,0.1421875,-0.4,0.1390625,-0.397916667,0.1375,-0.391666667,0.128125,-0.39375,0.121875,-0.379166667,0.11875,-0.375,0.1171875,-0.372916667,0.115625,-0.352083333,0.1125,-0.341666667,0.1109375,-0.339583333
1,0.0328125,-0.15,0.0390625,-0.145833333,0.0359375,-0.15,0.046875,-0.154166667,0.0484375,-0.160416667,0.0453125,-0.160416667,0.0515625,-0.1625,0.04375,-0.154166667,0.04375,-0.152083333,0.040625,-0.152083333,0.0265625,-0.135416667,0.0296875,-0.14375,0.025,-0.141666667,0.0296875,-0.125,0.0296875,-0.122916667,0.0234375,-0.122916667
1,0.059375,-0.220833333,0.059375,-0.220833333,0.059375,-0.222916667,0.06875,-0.225,0.071875,-0.233333333,0.0734375,-0.2375,0.0734375,-0.235416667,0.0640625,-0.227083333,0.059375,-0.216666667,0.0515625,-0.210416667,0.0484375,-0.204166667,0.0484375,-0.2,0.0453125,-0.204166667,0.0390625,-0.189583333,0.0359375,-0.185416667,0.0328125,-0.18125
1,0.0875,-0.277083333,0.0875,-0.277083333,0.0921875,-0.279166667,0.1015625,-0.283333333,0.103125,-0.289583333,0.1046875,-0.295833333,0.1046875,-0.29375,0.0984375,-0.285416667,0.0921875,-0.272916667,0.0796875,-0.25625,0.075,-0.252083333,0.0703125,-0.245833333,0.0703125,-0.254166667,0.059375,-0.241666667,0.0578125,-0.2375,0.05625,-0.23125
1,0.1109375,-0.327083333,0.1140625,-0.329166667,0.121875,-0.329166667,0.1328125,-0.333333333,0.134375,-0.3375,0.134375,-0.35,0.134375,-0.347916667,0.128125,-0.335416667,0.121875,-0.320833333,0.1046875,-0.302083333,0.0984375,-0.29375,0.0921875,-0.289583333,0.0921875,-0.302083333,0.08125,-0.289583333,0.0828125,-0.283333333,0.0796875,-0.279166667
1,0.0296875,-0.0875,0.0359375,-0.08125,0.0328125,-0.0875,0.040625,-0.0895833333,0.0421875,-0.0958333333,0.0390625,-0.0979166667,0.04375,-0.0979166667,0.0375,-0.0895833333,0.0375,-0.0854166667,0.0328125,-0.0895833333,0.021875,-0.0729166667,0.0234375,-0.08125,0.01875,-0.0791666667,0.0171875,-0.0625,0.015625,-0.0604166667,0.0109375,-0.0625
1,0.0515625,-0.139583333,0.05,-0.1375,0.0515625,-0.139583333,0.0546875,-0.139583333,0.059375,-0.145833333,0.0625,-0.15,0.0578125,-0.14375,0.0515625,-0.139583333,0.04375,-0.133333333,0.0390625,-0.129166667,0.0359375,-0.125,0.034375,-0.125,0.03125,-0.125,0.01875,-0.104166667,0.0171875,-0.0979166667,0.015625,-0.0979166667
