label,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y
3,0,0,0.0015625,0.00208333333,-0.0015625,0.00416666667,-0.0046875,0.0125,-0.003125,0.0125,-0.003125,0.0104166667,0.0015625,0.0145833333,-0.0015625,0.0125,0.00625,0.0145833333,0,0.0145833333,0.0015625,0.0125,0,0.0104166667,-0.0015625,0.00833333333,-0.0015625,0.00833333333,-0.0015625,0.00833333333,0,0.00833333333
3,0.0734375,-0.08125,0.0734375,-0.0833333333,0.071875,-0.0770833333,0.06875,-0.0645833333,0.0703125,-0.06875,0.0703125,-0.0645833333,0.0765625,-0.0666666667,0.0734375,-0.0666666667,0.08125,-0.0666666667,0.0765625,-0.0625,0.0765625,-0.0645833333,0.075,-0.0729166667,0.075,-0.0666666667,0.0765625,-0.0645833333,0.0765625,-0.0666666667,0.0765625,-0.06875
3,0.1140625,-0.158333333,0.1109375,-0.158333333,0.1125,-0.15,0.109375,-0.133333333,0.1125,-0.14375,0.1109375,-0.1375,0.1171875,-0.139583333,0.1140625,-0.14375,0.121875,-0.135416667,0.1203125,-0.13125,0.121875,-0.139583333,0.115625,-0.145833333,0.1125,-0.135416667,0.1125,-0.13125,0.1125,-0.13125,0.115625,-0.135416667
3,0.14375,-0.210416667,0.1390625,-0.208333333,0.1421875,-0.195833333,0.1390625,-0.177083333,0.1421875,-0.189583333,0.140625,-0.18125,0.1453125,-0.1875,0.14375,-0.19375,0.153125,-0.175,0.153125,-0.175,0.153125,-0.189583333,0.140625,-0.197916667,0.1421875,-0.175,0.140625,-0.16875,0.140625,-0.16875,0.1453125,-0.175
3,0.175,-0.2625,0.1671875,-0.258333333,0.1734375,-0.241666667,0.16875,-0.220833333,0.171875,-0.239583333,0.16875,-0.225,0.175,-0.2375,0.175,-0.245833333,0.1828125,-0.220833333,0.184375,-0.220833333,0.1859375,-0.239583333,0.1671875,-0.25,0.16875,-0.21875,0.1640625,-0.20625,0.165625,-0.208333333,0.171875,-0.214583333
3,0.0609375,-0.179166667,0.0671875,-0.18125,0.0640625,-0.177083333,0.0578125,-0.166666667,0.0609375,-0.166666667,0.0609375,-0.166666667,0.0671875,-0.16875,0.0640625,-0.16875,0.078125,-0.166666667,0.0703125,-0.164583333,0.0703125,-0.166666667,0.06875,-0.175,0.0671875,-0.172916667,0.0671875,-0.172916667,0.0671875,-0.172916667,0.0640625,-0.170833333
3,0.0984375,-0.264583333,0.103125,-0.2625,0.0984375,-0.264583333,0.0953125,-0.25625,0.0984375,-0.25625,0.096875,-0.254166667,0.103125,-0.252083333,0.1,-0.254166667,0.1109375,-0.247916667,0.10625,-0.25,0.10625,-0.254166667,0.1,-0.258333333,0.0984375,-0.25625,0.1,-0.25625,0.1,-0.25625,0.0984375,-0.254166667
3,0.1375,-0.31875,0.1390625,-0.31875,0.1375,-0.31875,0.134375,-0.314583333,0.1359375,-0.310416667,0.134375,-0.310416667,0.140625,-0.30625,0.1375,-0.30625,0.1484375,-0.302083333,0.14375,-0.304166667,0.1453125,-0.30625,0.1390625,-0.308333333,0.1359375,-0.314583333,0.1359375,-0.3125,0.1359375,-0.310416667,0.1359375,-0.310416667
3,0.1765625,-0.3625,0.175,-0.360416667,0.1765625,-0.358333333,0.1734375,-0.35625,0.175,-0.352083333,0.1734375,-0.352083333,0.1796875,-0.347916667,0.178125,-0.347916667,0.1859375,-0.34375,0.1828125,-0.345833333,0.184375,-0.347916667,0.1765625,-0.345833333,0.171875,-0.354166667,0.1703125,-0.352083333,0.171875,-0.352083333,0.1734375,-0.35
3,0.0484375,-0.135416667,0.053125,-0.135416667,0.05,-0.133333333,0.0453125,-0.125,0.046875,-0.125,0.046875,-0.125,0.053125,-0.125,0.05,-0.125,0.0625,-0.122916667,0.0546875,-0.120833333,0.0546875,-0.122916667,0.0546875,-0.129166667,0.053125,-0.129166667,0.053125,-0.129166667,0.053125,-0.129166667,0.05,-0.127083333
